	mntsa0	mntsa1	mntsa2	mntsa3	mntsa4	exps0	exps1	exps2	exps3	exps4
105	0.6100000143051147	0.6549999713897705	0.6575000286102295	0.7749999761581421	0.7649999856948853	5	2	3	2	3
106	0.6549999713897705	0.6575000286102295	0.7749999761581421	0.7649999856948853	0.7262499928474426	2	3	2	3	7
107	0.6575000286102295	0.7749999761581421	0.7649999856948853	0.7262499928474426	0.6850000023841858	3	2	3	7	2
108	0.7749999761581421	0.7649999856948853	0.7262499928474426	0.6850000023841858	0.5199999809265137	2	3	7	2	2
109	0.7649999856948853	0.7262499928474426	0.6850000023841858	0.5199999809265137	0.9456250071525574	3	7	2	2	7
110	0.7262499928474426	0.6850000023841858	0.5199999809265137	0.9456250071525574	0.5212500095367432	7	2	2	7	4
111	0.6850000023841858	0.5199999809265137	0.9456250071525574	0.5212500095367432	0.9431250095367432	2	2	7	4	5
112	0.5199999809265137	0.9456250071525574	0.5212500095367432	0.9431250095367432	0.768750011920929	2	7	4	5	4
113	0.9456250071525574	0.5212500095367432	0.9431250095367432	0.768750011920929	0.512499988079071	7	4	5	4	3
114	0.5212500095367432	0.9431250095367432	0.768750011920929	0.512499988079071	0.9049999713897705	4	5	4	3	3
115	0.9431250095367432	0.768750011920929	0.512499988079071	0.9049999713897705	0.7649999856948853	5	4	3	3	3
116	0.768750011920929	0.512499988079071	0.9049999713897705	0.7649999856948853	0.5149999856948853	4	3	3	3	3
117	0.512499988079071	0.9049999713897705	0.7649999856948853	0.5149999856948853	0.6800000071525574	3	3	3	3	4
118	0.9049999713897705	0.7649999856948853	0.5149999856948853	0.6800000071525574	0.5149999856948853	3	3	3	4	2
119	0.7649999856948853	0.5149999856948853	0.6800000071525574	0.5149999856948853	0.5049999952316284	3	3	4	2	3
120	0.5149999856948853	0.6800000071525574	0.5149999856948853	0.5049999952316284	0.5550000071525574	3	4	2	3	2
121	0.6800000071525574	0.5149999856948853	0.5049999952316284	0.5550000071525574	0.7087500095367432	4	2	3	2	4
122	0.5149999856948853	0.5049999952316284	0.5550000071525574	0.7087500095367432	0.5799999833106995	2	3	2	4	2
123	0.5049999952316284	0.5550000071525574	0.7087500095367432	0.5799999833106995	0.8621875047683716	3	2	4	2	9
124	0.5550000071525574	0.7087500095367432	0.5799999833106995	0.8621875047683716	0.6075000166893005	2	4	2	9	3
125	0.7087500095367432	0.5799999833106995	0.8621875047683716	0.6075000166893005	0.7099999785423279	4	2	9	3	2
126	0.5799999833106995	0.8621875047683716	0.6075000166893005	0.7099999785423279	0.6100000143051147	2	9	3	2	2
127	0.8621875047683716	0.6075000166893005	0.7099999785423279	0.6100000143051147	0.7212499976158142	9	3	2	2	4
128	0.6075000166893005	0.7099999785423279	0.6100000143051147	0.7212499976158142	0.5274999737739563	3	2	2	4	3
129	0.7099999785423279	0.6100000143051147	0.7212499976158142	0.5274999737739563	0.8490625023841858	2	2	4	3	6
130	0.6100000143051147	0.7212499976158142	0.5274999737739563	0.8490625023841858	0.9950000047683716	2	4	3	6	3
131	0.7212499976158142	0.5274999737739563	0.8490625023841858	0.9950000047683716	0.6112499833106995	4	3	6	3	4
132	0.5274999737739563	0.8490625023841858	0.9950000047683716	0.6112499833106995	0.5350000262260437	3	6	3	4	2
133	0.8490625023841858	0.9950000047683716	0.6112499833106995	0.5350000262260437	0.5	6	3	4	2	3
134	0.9950000047683716	0.6112499833106995	0.5350000262260437	0.5	0.5649999976158142	3	4	2	3	3
135	0.6112499833106995	0.5350000262260437	0.5	0.5649999976158142	0.9850000143051147	4	2	3	3	3
136	0.5350000262260437	0.5	0.5649999976158142	0.9850000143051147	0.5299999713897705	2	3	3	3	2
137	0.5	0.5649999976158142	0.9850000143051147	0.5299999713897705	0.8149999976158142	3	3	3	2	2
138	0.5649999976158142	0.9850000143051147	0.5299999713897705	0.8149999976158142	0.5600000023841858	3	3	2	2	2
139	0.9850000143051147	0.5299999713897705	0.8149999976158142	0.5600000023841858	0.8324999809265137	3	2	2	2	3
140	0.5299999713897705	0.8149999976158142	0.5600000023841858	0.8324999809265137	0.5450000166893005	2	2	2	3	3
141	0.8149999976158142	0.5600000023841858	0.8324999809265137	0.5450000166893005	0.5	2	2	3	3	7
142	0.5600000023841858	0.8324999809265137	0.5450000166893005	0.5	0.625	2	3	3	7	5
143	0.8324999809265137	0.5450000166893005	0.5	0.625	0.7098437547683716	3	3	7	5	7
144	0.5450000166893005	0.5	0.625	0.7098437547683716	0.5350000262260437	3	7	5	7	2
145	0.5	0.625	0.7098437547683716	0.5350000262260437	0.9762499928474426	7	5	7	2	5
146	0.625	0.7098437547683716	0.5350000262260437	0.9762499928474426	0.5149999856948853	5	7	2	5	2
147	0.7098437547683716	0.5350000262260437	0.9762499928474426	0.5149999856948853	0.8450000286102295	7	2	5	2	2
148	0.5350000262260437	0.9762499928474426	0.5149999856948853	0.8450000286102295	0.8943750262260437	2	5	2	2	6
149	0.9762499928474426	0.5149999856948853	0.8450000286102295	0.8943750262260437	0.875	5	2	2	6	2
150	0.5149999856948853	0.8450000286102295	0.8943750262260437	0.875	0.5799999833106995	2	2	6	2	2
151	0.8450000286102295	0.8943750262260437	0.875	0.5799999833106995	0.7350000143051147	2	6	2	2	2
152	0.8943750262260437	0.875	0.5799999833106995	0.7350000143051147	0.6399999856948853	6	2	2	2	2
153	0.875	0.5799999833106995	0.7350000143051147	0.6399999856948853	0.7699999809265137	2	2	2	2	2
154	0.5799999833106995	0.7350000143051147	0.6399999856948853	0.7699999809265137	0.8899999856948853	2	2	2	2	3
155	0.7350000143051147	0.6399999856948853	0.7699999809265137	0.8899999856948853	0.7975000143051147	2	2	2	3	4
156	0.6399999856948853	0.7699999809265137	0.8899999856948853	0.7975000143051147	0.9200000166893005	2	2	3	4	2
157	0.7699999809265137	0.8899999856948853	0.7975000143051147	0.9200000166893005	0.6949999928474426	2	3	4	2	3
158	0.8899999856948853	0.7975000143051147	0.9200000166893005	0.6949999928474426	0.625	3	4	2	3	2
159	0.7975000143051147	0.9200000166893005	0.6949999928474426	0.625	0.800000011920929	4	2	3	2	2
160	0.9200000166893005	0.6949999928474426	0.625	0.800000011920929	0.7825000286102295	2	3	2	2	4
161	0.6949999928474426	0.625	0.800000011920929	0.7825000286102295	0.512499988079071	3	2	2	4	3
162	0.625	0.800000011920929	0.7825000286102295	0.512499988079071	0.8299999833106995	2	2	4	3	2
163	0.800000011920929	0.7825000286102295	0.512499988079071	0.8299999833106995	0.7631250023841858	2	4	3	2	5
164	0.7825000286102295	0.512499988079071	0.8299999833106995	0.7631250023841858	0.9850000143051147	4	3	2	5	2
165	0.512499988079071	0.8299999833106995	0.7631250023841858	0.9850000143051147	0.5375000238418579	3	2	5	2	3
166	0.8299999833106995	0.7631250023841858	0.9850000143051147	0.5375000238418579	0.8799999952316284	2	5	2	3	2
167	0.7631250023841858	0.9850000143051147	0.5375000238418579	0.8799999952316284	0.5149999856948853	5	2	3	2	2
168	0.9850000143051147	0.5375000238418579	0.8799999952316284	0.5149999856948853	0.5575000047683716	2	3	2	2	3
169	0.5375000238418579	0.8799999952316284	0.5149999856948853	0.5575000047683716	0.768750011920929	3	2	2	3	4
170	0.8799999952316284	0.5149999856948853	0.5575000047683716	0.768750011920929	0.550000011920929	2	2	3	4	2
171	0.5149999856948853	0.5575000047683716	0.768750011920929	0.550000011920929	0.6575000286102295	2	3	4	2	3
172	0.5575000047683716	0.768750011920929	0.550000011920929	0.6575000286102295	0.7450000047683716	3	4	2	3	3
173	0.768750011920929	0.550000011920929	0.6575000286102295	0.7450000047683716	0.5049999952316284	4	2	3	3	2
174	0.550000011920929	0.6575000286102295	0.7450000047683716	0.5049999952316284	0.5350000262260437	2	3	3	2	2
175	0.6575000286102295	0.7450000047683716	0.5049999952316284	0.5350000262260437	0.6524999737739563	3	3	2	2	4
176	0.7450000047683716	0.5049999952316284	0.5350000262260437	0.6524999737739563	0.5950000286102295	3	2	2	4	3
177	0.5049999952316284	0.5350000262260437	0.6524999737739563	0.5950000286102295	0.7549999952316284	2	2	4	3	3
178	0.5350000262260437	0.6524999737739563	0.5950000286102295	0.7549999952316284	0.7300000190734863	2	4	3	3	2
179	0.6524999737739563	0.5950000286102295	0.7549999952316284	0.7300000190734863	0.6974999904632568	4	3	3	2	3
180	0.5950000286102295	0.7549999952316284	0.7300000190734863	0.6974999904632568	0.550000011920929	3	3	2	3	2
181	0.7549999952316284	0.7300000190734863	0.6974999904632568	0.550000011920929	0.5849999785423279	3	2	3	2	2
182	0.7300000190734863	0.6974999904632568	0.550000011920929	0.5849999785423279	0.6299999952316284	2	3	2	2	2
183	0.6974999904632568	0.550000011920929	0.5849999785423279	0.6299999952316284	0.9549999833106995	3	2	2	2	2
184	0.550000011920929	0.5849999785423279	0.6299999952316284	0.9549999833106995	0.5	2	2	2	2	2
185	0.5849999785423279	0.6299999952316284	0.9549999833106995	0.5	0.5649999976158142	2	2	2	2	3
186	0.6299999952316284	0.9549999833106995	0.5	0.5649999976158142	0.612500011920929	2	2	2	3	3
187	0.9549999833106995	0.5	0.5649999976158142	0.612500011920929	0.7549999952316284	2	2	3	3	2
188	0.5	0.5649999976158142	0.612500011920929	0.7549999952316284	0.6399999856948853	2	3	3	2	2
189	0.5649999976158142	0.612500011920929	0.7549999952316284	0.6399999856948853	0.6100000143051147	3	3	2	2	2
190	0.612500011920929	0.7549999952316284	0.6399999856948853	0.6100000143051147	0.6087499856948853	3	2	2	2	4
191	0.7549999952316284	0.6399999856948853	0.6100000143051147	0.6087499856948853	0.5	2	2	2	4	2
192	0.6399999856948853	0.6100000143051147	0.6087499856948853	0.5	0.5450000166893005	2	2	4	2	2
193	0.6100000143051147	0.6087499856948853	0.5	0.5450000166893005	0.6499999761581421	2	4	2	2	2
194	0.6087499856948853	0.5	0.5450000166893005	0.6499999761581421	0.5600000023841858	4	2	2	2	3
195	0.5	0.5450000166893005	0.6499999761581421	0.5600000023841858	0.5174999833106995	2	2	2	3	3
196	0.5450000166893005	0.6499999761581421	0.5600000023841858	0.5174999833106995	0.5462499856948853	2	2	3	3	4
197	0.6499999761581421	0.5600000023841858	0.5174999833106995	0.5462499856948853	0.8500000238418579	2	3	3	4	2
198	0.5600000023841858	0.5174999833106995	0.5462499856948853	0.8500000238418579	0.5799999833106995	3	3	4	2	2
199	0.5174999833106995	0.5462499856948853	0.8500000238418579	0.5799999833106995	0.8550000190734863	3	4	2	2	2
200	0.5462499856948853	0.8500000238418579	0.5799999833106995	0.8550000190734863	0.5724999904632568	4	2	2	2	5
201	0.8500000238418579	0.5799999833106995	0.8550000190734863	0.5724999904632568	0.6899999976158142	2	2	2	5	2
202	0.5799999833106995	0.8550000190734863	0.5724999904632568	0.6899999976158142	0.6449999809265137	2	2	5	2	2
203	0.8550000190734863	0.5724999904632568	0.6899999976158142	0.6449999809265137	0.8487499952316284	2	5	2	2	4
204	0.5724999904632568	0.6899999976158142	0.6449999809265137	0.8487499952316284	0.6700000166893005	5	2	2	4	2
205	0.6899999976158142	0.6449999809265137	0.8487499952316284	0.6700000166893005	0.8675000071525574	2	2	4	2	4
206	0.6449999809265137	0.8487499952316284	0.6700000166893005	0.8675000071525574	0.5425000190734863	2	4	2	4	3
207	0.8487499952316284	0.6700000166893005	0.8675000071525574	0.5425000190734863	0.8899999856948853	4	2	4	3	3
208	0.6700000166893005	0.8675000071525574	0.5425000190734863	0.8899999856948853	0.8949999809265137	2	4	3	3	2
209	0.8675000071525574	0.5425000190734863	0.8899999856948853	0.8949999809265137	0.9275000095367432	4	3	3	2	4
210	0.5425000190734863	0.8899999856948853	0.8949999809265137	0.9275000095367432	0.7250000238418579	3	3	2	4	2
211	0.8899999856948853	0.8949999809265137	0.9275000095367432	0.7250000238418579	0.6150000095367432	3	2	4	2	4
212	0.8949999809265137	0.9275000095367432	0.7250000238418579	0.6150000095367432	0.8612499833106995	2	4	2	4	4
213	0.9275000095367432	0.7250000238418579	0.6150000095367432	0.8612499833106995	0.5049999952316284	4	2	4	4	3
214	0.7250000238418579	0.6150000095367432	0.8612499833106995	0.5049999952316284	0.6499999761581421	2	4	4	3	2
215	0.6150000095367432	0.8612499833106995	0.5049999952316284	0.6499999761581421	0.5199999809265137	4	4	3	2	3
216	0.8612499833106995	0.5049999952316284	0.6499999761581421	0.5199999809265137	0.9700000286102295	4	3	2	3	2
217	0.5049999952316284	0.6499999761581421	0.5199999809265137	0.9700000286102295	0.6899999976158142	3	2	3	2	2
218	0.6499999761581421	0.5199999809265137	0.9700000286102295	0.6899999976158142	0.8799999952316284	2	3	2	2	2
219	0.5199999809265137	0.9700000286102295	0.6899999976158142	0.8799999952316284	0.5099999904632568	3	2	2	2	2
220	0.9700000286102295	0.6899999976158142	0.8799999952316284	0.5099999904632568	0.8600000143051147	2	2	2	2	2
221	0.6899999976158142	0.8799999952316284	0.5099999904632568	0.8600000143051147	0.7250000238418579	2	2	2	2	2
222	0.8799999952316284	0.5099999904632568	0.8600000143051147	0.7250000238418579	0.8849999904632568	2	2	2	2	2
223	0.5099999904632568	0.8600000143051147	0.7250000238418579	0.8849999904632568	0.5249999761581421	2	2	2	2	2
224	0.8600000143051147	0.7250000238418579	0.8849999904632568	0.5249999761581421	0.8149999976158142	2	2	2	2	3
225	0.7250000238418579	0.8849999904632568	0.5249999761581421	0.8149999976158142	0.5699999928474426	2	2	2	3	4
226	0.8849999904632568	0.5249999761581421	0.8149999976158142	0.5699999928474426	0.6800000071525574	2	2	3	4	3
227	0.5249999761581421	0.8149999976158142	0.5699999928474426	0.6800000071525574	0.7400000095367432	2	3	4	3	2
228	0.8149999976158142	0.5699999928474426	0.6800000071525574	0.7400000095367432	0.5450000166893005	3	4	3	2	2
229	0.5699999928474426	0.6800000071525574	0.7400000095367432	0.5450000166893005	0.6700000166893005	4	3	2	2	3
230	0.6800000071525574	0.7400000095367432	0.5450000166893005	0.6700000166893005	0.925000011920929	3	2	2	3	2
231	0.7400000095367432	0.5450000166893005	0.6700000166893005	0.925000011920929	0.5099999904632568	2	2	3	2	2
232	0.5450000166893005	0.6700000166893005	0.925000011920929	0.5099999904632568	0.5299999713897705	2	3	2	2	2
233	0.6700000166893005	0.925000011920929	0.5099999904632568	0.5299999713897705	0.5575000047683716	3	2	2	2	3
234	0.925000011920929	0.5099999904632568	0.5299999713897705	0.5575000047683716	0.5049999952316284	2	2	2	3	2
235	0.5099999904632568	0.5299999713897705	0.5575000047683716	0.5049999952316284	0.9850000143051147	2	2	3	2	2
236	0.5299999713897705	0.5575000047683716	0.5049999952316284	0.9850000143051147	0.7024999856948853	2	3	2	2	5
237	0.5575000047683716	0.5049999952316284	0.9850000143051147	0.7024999856948853	0.550000011920929	3	2	2	5	3
238	0.5049999952316284	0.9850000143051147	0.7024999856948853	0.550000011920929	0.5400000214576721	2	2	5	3	2
239	0.9850000143051147	0.7024999856948853	0.550000011920929	0.5400000214576721	0.8050000071525574	2	5	3	2	2
240	0.7024999856948853	0.550000011920929	0.5400000214576721	0.8050000071525574	0.5	5	3	2	2	2
241	0.550000011920929	0.5400000214576721	0.8050000071525574	0.5	0.5799999833106995	3	2	2	2	2
242	0.5400000214576721	0.8050000071525574	0.5	0.5799999833106995	0.949999988079071	2	2	2	2	2
243	0.8050000071525574	0.5	0.5799999833106995	0.949999988079071	0.8149999976158142	2	2	2	2	2
244	0.5	0.5799999833106995	0.949999988079071	0.8149999976158142	0.9024999737739563	2	2	2	2	3
245	0.5799999833106995	0.949999988079071	0.8149999976158142	0.9024999737739563	0.5887500047683716	2	2	2	3	4
246	0.949999988079071	0.8149999976158142	0.9024999737739563	0.5887500047683716	0.6549999713897705	2	2	3	4	2
